HV106_01,HV001,HV021,HV024,HV025,HV022,HV005,HV234,SH224,HV270
Secundario,1191,1191,Moquegua,Urbano,177,74102,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,1191,1191,Moquegua,Urbano,177,74102,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,1191,1191,Moquegua,Urbano,177,611314,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,1191,1191,Moquegua,Urbano,177,74102,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,1192,1192,Moquegua,Urbano,176,520798,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1192,1192,Moquegua,Urbano,176,63130,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,1192,1192,Moquegua,Urbano,176,63130,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1192,1192,Moquegua,Urbano,176,63130,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1192,1192,Moquegua,Urbano,176,63130,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1192,1192,Moquegua,Urbano,176,520798,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,1192,1192,Moquegua,Urbano,176,63130,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,1192,1192,Moquegua,Urbano,176,520798,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1192,1192,Moquegua,Urbano,176,520798,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1192,1192,Moquegua,Urbano,176,63130,15 PPM,Coloracion azul o morado (valor,Medio
Secundario,1193,1193,Moquegua,Urbano,175,62323,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,1193,1193,Moquegua,Urbano,175,514138,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1193,1193,Moquegua,Urbano,175,514138,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1193,1193,Moquegua,Urbano,175,62323,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1193,1193,Moquegua,Urbano,175,62323,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,1193,1193,Moquegua,Urbano,175,514138,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1193,1193,Moquegua,Urbano,175,62323,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1193,1193,Moquegua,Urbano,175,62323,7 PPM,Coloracion tenue (valor,Medio
Secundario,1194,1194,Moquegua,Urbano,174,55216,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,1194,1194,Moquegua,Urbano,174,55216,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1194,1194,Moquegua,Urbano,174,55216,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,1194,1194,Moquegua,Urbano,174,455506,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1194,1194,Moquegua,Urbano,174,55216,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1194,1194,Moquegua,Urbano,174,455506,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,1194,1194,Moquegua,Urbano,174,455506,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,1194,1194,Moquegua,Urbano,174,455506,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1194,1194,Moquegua,Urbano,174,455506,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,1194,1194,Moquegua,Urbano,174,455506,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Pobre
Secundario,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1195,1195,Moquegua,Urbano,175,690034,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Medio
Primario,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,1195,1195,Moquegua,Urbano,175,690034,No hay sal en el hogar,No hay sal en el hogar,Medio
Superior,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1195,1195,Moquegua,Urbano,175,83645,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1195,1195,Moquegua,Urbano,175,690034,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,1196,1196,Moquegua,Urbano,173,61565,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,1196,1196,Moquegua,Urbano,173,61565,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1196,1196,Moquegua,Urbano,173,507883,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1196,1196,Moquegua,Urbano,173,507883,15 PPM,Coloracion azul o morado (valor,Rico
Superior,1196,1196,Moquegua,Urbano,173,61565,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,1196,1196,Moquegua,Urbano,173,507883,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1196,1196,Moquegua,Urbano,173,61565,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1196,1196,Moquegua,Urbano,173,61565,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1196,1196,Moquegua,Urbano,173,61565,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,1196,1196,Moquegua,Urbano,173,507883,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1197,1197,Moquegua,Urbano,177,521958,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,1197,1197,Moquegua,Urbano,177,63271,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,1197,1197,Moquegua,Urbano,177,63271,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,1197,1197,Moquegua,Urbano,177,521958,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,1197,1197,Moquegua,Urbano,177,63271,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,1197,1197,Moquegua,Urbano,177,521958,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,1197,1197,Moquegua,Urbano,177,63271,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,1197,1197,Moquegua,Urbano,177,521958,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,1197,1197,Moquegua,Urbano,177,63271,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Superior,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,1198,1198,Moquegua,Urbano,176,551368,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Medio
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Rico
Secundario,1198,1198,Moquegua,Urbano,176,66836,No se realizó la prueba,No se pudo realizar la prueba,Medio
Superior,1199,1199,Moquegua,Urbano,174,521958,No se realizó la prueba,No se pudo realizar la prueba,Pobre
Secundario,1199,1199,Moquegua,Urbano,174,63271,7 PPM,Coloracion tenue (valor,Rico
Superior,1199,1199,Moquegua,Urbano,174,521958,No se realizó la prueba,No se pudo realizar la prueba,Rico
Primario,1199,1199,Moquegua,Urbano,174,521958,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1199,1199,Moquegua,Urbano,174,63271,7 PPM,Coloracion tenue (valor,Más rico
Secundario,1199,1199,Moquegua,Urbano,174,521958,15 PPM,Coloracion azul o morado (valor,Más rico
Superior,1199,1199,Moquegua,Urbano,174,521958,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,1199,1199,Moquegua,Urbano,174,63271,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1199,1199,Moquegua,Urbano,174,63271,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1199,1199,Moquegua,Urbano,174,63271,15 PPM,Coloracion azul o morado (valor,Más rico
Secundario,1200,1200,Moquegua,Urbano,175,70840,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1200,1200,Moquegua,Urbano,175,70840,No se realizó la prueba,No se pudo realizar la prueba,Rico
Primario,1200,1200,Moquegua,Urbano,175,584404,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1200,1200,Moquegua,Urbano,175,70840,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1200,1200,Moquegua,Urbano,175,70840,30 PPM,Coloracion morado oscuro (valor,Más rico
"Sin educación, preescolar",1200,1200,Moquegua,Urbano,175,70840,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1200,1200,Moquegua,Urbano,175,70840,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1200,1200,Moquegua,Urbano,175,584404,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,1200,1200,Moquegua,Urbano,175,70840,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1201,1201,Moquegua,Urbano,176,64159,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,1201,1201,Moquegua,Urbano,176,529288,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1201,1201,Moquegua,Urbano,176,64159,30 PPM,Coloracion morado oscuro (valor,Medio
Secundario,1201,1201,Moquegua,Urbano,176,64159,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1201,1201,Moquegua,Urbano,176,64159,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1201,1201,Moquegua,Urbano,176,529288,15 PPM,Coloracion azul o morado (valor,Rico
Secundario,1201,1201,Moquegua,Urbano,176,529288,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1201,1201,Moquegua,Urbano,176,64159,15 PPM,Coloracion azul o morado (valor,Pobre
Secundario,1201,1201,Moquegua,Urbano,176,529288,No hay sal en el hogar,No hay sal en el hogar,Pobre
Secundario,1201,1201,Moquegua,Urbano,176,64159,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1202,1202,Moquegua,Urbano,176,58865,30 PPM,Coloracion morado oscuro (valor,Más rico
Superior,1202,1202,Moquegua,Urbano,176,58865,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1202,1202,Moquegua,Urbano,176,58865,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1202,1202,Moquegua,Urbano,176,485609,30 PPM,Coloracion morado oscuro (valor,Rico
Superior,1202,1202,Moquegua,Urbano,176,485609,30 PPM,Coloracion morado oscuro (valor,Más rico
Secundario,1202,1202,Moquegua,Urbano,176,58865,No se realizó la prueba,No se pudo realizar la prueba,Rico
Superior,1202,1202,Moquegua,Urbano,176,58865,30 PPM,Coloracion morado oscuro (valor,Rico
Secundario,1202,1202,Moquegua,Urbano,176,485609,30 PPM,Coloracion morado oscuro (valor,Rico
Primario,1202,1202,Moquegua,Urbano,176,58865,30 PPM,Coloracion morado oscuro (valor,Pobre
Primario,1202,1202,Moquegua,Urbano,176,485609,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1203,1203,Moquegua,Urbano,176,60091,30 PPM,Coloracion morado oscuro (valor,Medio
Superior,1203,1203,Moquegua,Urbano,176,60091,30 PPM,Coloracion morado oscuro (valor,Medio
